剧情,喜剧,动作,爱情,科幻,动画,悬疑,惊悚,恐怖,犯罪,传记,历史,战争,西部,奇幻,冒险,纪录片,武侠,sum,剧情,喜剧,动作,爱情,科幻,动画,悬疑,惊悚,恐怖,犯罪,传记,历史,战争,西部,奇幻,冒险,纪录片,武侠
94,35,24,29,13,7,19,27,10,25,7,2,4,0,17,14,8,2,337,0.278931751,0.103857567,0.071216617,0.086053412,0.038575668,0.020771513,0.056379822,0.080118694,0.029673591,0.074183976,0.020771513,0.005934718,0.011869436,0,0.050445104,0.041543027,0.023738872,0.005934718
194,72,27,72,16,14,57,44,19,50,7,5,2,0,33,12,41,3,668,0.290419162,0.107784431,0.040419162,0.107784431,0.023952096,0.020958084,0.085329341,0.065868263,0.028443114,0.074850299,0.010479042,0.00748503,0.002994012,0,0.049401198,0.017964072,0.061377246,0.004491018
435,145,123,152,48,45,72,80,9,78,40,40,46,4,38,63,29,7,1454,0.299174691,0.099724897,0.084594223,0.104539202,0.03301238,0.030949106,0.049518569,0.055020633,0.006189821,0.053645117,0.027510316,0.027510316,0.031636864,0.002751032,0.026134801,0.043328748,0.019944979,0.004814305
460,184,273,127,142,76,85,113,13,103,30,28,27,8,92,127,9,14,1911,0.240711669,0.096284668,0.142857143,0.066457352,0.074306646,0.039769754,0.04447933,0.059131345,0.006802721,0.053898482,0.015698587,0.014652015,0.014128728,0.00418629,0.048142334,0.066457352,0.004709576,0.007326007
465,320,235,88,58,49,63,164,16,246,44,48,48,11,43,73,17,3,1991,0.233550979,0.160723255,0.11803114,0.044198895,0.02913109,0.024610748,0.031642391,0.082370668,0.008036163,0.123556002,0.022099448,0.024108488,0.024108488,0.005524862,0.021597187,0.036664992,0.008538423,0.001506781
452,345,59,102,121,52,106,65,11,65,36,23,13,1,68,60,19,3,1601,0.282323548,0.215490319,0.036851968,0.063710181,0.075577764,0.0324797,0.06620862,0.040599625,0.006870706,0.040599625,0.022485946,0.014366021,0.008119925,0.00062461,0.042473454,0.037476577,0.011867583,0.001873829
606,460,226,508,46,48,43,61,8,94,16,23,19,2,101,36,4,45,2346,0.25831202,0.196078431,0.096334186,0.216538789,0.019607843,0.020460358,0.018329071,0.026001705,0.00341006,0.040068201,0.006820119,0.009803922,0.008098892,0.000852515,0.043052003,0.015345269,0.00170503,0.019181586
622,384,344,206,113,142,146,121,45,142,34,38,37,7,146,166,18,39,2750,0.226181818,0.139636364,0.125090909,0.074909091,0.041090909,0.051636364,0.053090909,0.044,0.016363636,0.051636364,0.012363636,0.013818182,0.013454545,0.002545455,0.053090909,0.060363636,0.006545455,0.014181818
400,136,69,188,52,23,65,85,33,46,16,16,12,0,42,39,8,2,1232,0.324675325,0.11038961,0.056006494,0.152597403,0.042207792,0.018668831,0.05275974,0.068993506,0.026785714,0.037337662,0.012987013,0.012987013,0.00974026,0,0.034090909,0.031655844,0.006493506,0.001623377
791,341,196,384,112,36,123,77,12,97,32,30,20,3,101,86,9,9,2459,0.321675478,0.138674258,0.079707198,0.156161041,0.04554697,0.014640098,0.050020333,0.031313542,0.004880033,0.03944693,0.01301342,0.012200081,0.008133388,0.001220008,0.041073607,0.034973566,0.003660024,0.003660024
371,182,166,132,50,61,64,66,9,88,23,26,26,3,76,80,12,17,1452,0.255509642,0.125344353,0.114325069,0.090909091,0.034435262,0.042011019,0.044077135,0.045454545,0.006198347,0.060606061,0.01584022,0.017906336,0.017906336,0.002066116,0.052341598,0.055096419,0.008264463,0.011707989
314,267,82,136,50,220,24,15,6,20,8,13,11,1,57,59,23,15,1321,0.237698713,0.202119606,0.062074186,0.102952309,0.037850114,0.1665405,0.018168055,0.011355034,0.004542014,0.015140045,0.006056018,0.00984103,0.008327025,0.000757002,0.043149129,0.044663134,0.017411052,0.011355034
369,196,214,134,155,98,98,148,77,48,25,28,17,1,137,157,29,3,1934,0.190796277,0.101344364,0.110651499,0.069286453,0.080144778,0.050672182,0.050672182,0.076525336,0.039813857,0.024819028,0.012926577,0.014477766,0.008790072,0.000517063,0.070837642,0.081178904,0.014994829,0.001551189
1070,299,158,490,39,27,143,88,8,156,58,58,46,3,89,48,19,19,2818,0.379701916,0.10610362,0.056068133,0.173882186,0.013839603,0.009581263,0.050745209,0.031227821,0.002838893,0.05535841,0.020581973,0.020581973,0.016323634,0.001064585,0.031582683,0.017033357,0.00674237,0.00674237
240,77,72,64,54,25,64,38,16,55,11,14,9,1,45,43,15,2,845,0.284023669,0.09112426,0.085207101,0.075739645,0.063905325,0.029585799,0.075739645,0.044970414,0.018934911,0.065088757,0.013017751,0.016568047,0.010650888,0.001183432,0.053254438,0.050887574,0.017751479,0.002366864
268,70,50,178,14,8,31,20,12,19,38,47,17,0,27,11,27,25,862,0.310904872,0.081206497,0.05800464,0.20649652,0.016241299,0.009280742,0.035962877,0.023201856,0.013921114,0.022041763,0.044083527,0.054524362,0.019721578,0,0.031322506,0.012761021,0.031322506,0.02900232
451,238,162,167,87,107,61,62,16,65,20,19,16,2,97,97,34,6,1707,0.26420621,0.139425893,0.094903339,0.097832455,0.050966608,0.06268307,0.035735208,0.036321031,0.009373169,0.0380785,0.011716462,0.011130639,0.009373169,0.001171646,0.056824839,0.056824839,0.019917985,0.003514938
543,197,309,219,176,103,89,144,27,101,45,57,46,9,130,157,14,17,2383,0.227864037,0.082668905,0.129668485,0.091900965,0.073856483,0.043222828,0.037347881,0.060428032,0.011330256,0.04238355,0.01888376,0.023919429,0.019303399,0.003776752,0.054553084,0.06588334,0.005874948,0.007133865
213,99,90,71,49,45,41,31,2,27,16,14,12,1,46,59,4,15,835,0.25508982,0.118562874,0.107784431,0.08502994,0.058682635,0.053892216,0.049101796,0.037125749,0.00239521,0.032335329,0.019161677,0.016766467,0.014371257,0.001197605,0.05508982,0.070658683,0.004790419,0.017964072
509,352,259,356,66,112,65,68,15,107,35,29,18,1,140,87,7,37,2263,0.224922669,0.155545736,0.114449845,0.157313301,0.029164825,0.049491825,0.028722934,0.030048608,0.006628369,0.047282369,0.015466195,0.012814848,0.007954043,0.000441891,0.061864781,0.038444543,0.003093239,0.016349978
200,84,126,49,97,24,41,62,5,52,15,9,11,4,42,69,4,5,899,0.22246941,0.093437152,0.140155729,0.054505006,0.107897664,0.026696329,0.045606229,0.068965517,0.005561735,0.057842047,0.016685206,0.010011123,0.012235818,0.004449388,0.046718576,0.076751947,0.004449388,0.005561735
144,20,54,21,33,8,45,57,4,31,16,16,15,1,16,18,1,4,504,0.285714286,0.03968254,0.107142857,0.041666667,0.06547619,0.015873016,0.089285714,0.113095238,0.007936508,0.061507937,0.031746032,0.031746032,0.029761905,0.001984127,0.031746032,0.035714286,0.001984127,0.007936508
701,364,441,310,214,286,112,178,94,152,17,27,32,7,139,164,14,29,3281,0.213654374,0.110941786,0.134410241,0.094483389,0.065224017,0.087168546,0.034135934,0.054251753,0.028649802,0.046327339,0.005181347,0.008229198,0.009753124,0.002133496,0.042365133,0.049984761,0.004266992,0.008838769
496,150,140,158,83,34,138,153,40,117,31,20,12,4,44,51,34,8,1713,0.289550496,0.087565674,0.081727963,0.092235844,0.048453006,0.019848219,0.08056042,0.089316988,0.023350846,0.068301226,0.018096906,0.011675423,0.007005254,0.002335085,0.025685931,0.029772329,0.019848219,0.004670169
667,412,335,325,132,232,166,174,80,148,37,45,46,3,127,124,69,26,3148,0.211880559,0.130876747,0.106416773,0.103240152,0.041931385,0.073697586,0.052731893,0.055273189,0.025412961,0.047013977,0.011753494,0.01429479,0.014612452,0.000952986,0.040343075,0.039390089,0.021918679,0.008259212
497,267,281,140,171,116,100,114,27,118,37,28,36,3,135,169,6,8,2253,0.220594763,0.118508655,0.124722592,0.06213937,0.075898802,0.051486906,0.044385264,0.050599201,0.011984021,0.052374612,0.016422548,0.012427874,0.015978695,0.001331558,0.059920107,0.075011096,0.002663116,0.003550821
829,396,430,340,130,130,148,135,28,156,75,75,49,6,158,159,46,65,3355,0.24709389,0.118032787,0.128166915,0.101341282,0.038748137,0.038748137,0.044113264,0.04023845,0.008345753,0.046497765,0.022354694,0.022354694,0.014605067,0.001788376,0.04709389,0.047391952,0.013710879,0.019374069
957,396,265,273,169,167,171,175,70,185,75,56,41,3,173,136,74,5,3391,0.282217635,0.116779711,0.078148039,0.080507225,0.049837806,0.049248009,0.050427602,0.051607196,0.020642878,0.054556178,0.02211737,0.016514303,0.012090829,0.000884695,0.051017399,0.040106163,0.021822471,0.001474491
948,357,190,258,65,143,85,104,29,140,47,57,55,6,85,48,104,33,2754,0.34422658,0.12962963,0.068990559,0.093681917,0.023602033,0.051924473,0.030864198,0.037763253,0.010530138,0.050835149,0.017066086,0.020697168,0.019970951,0.002178649,0.030864198,0.017429194,0.037763253,0.011982571
449,157,116,119,80,17,73,107,13,99,59,25,24,14,39,90,40,1,1522,0.29500657,0.103153745,0.076215506,0.078186597,0.052562418,0.011169514,0.047963206,0.070302234,0.008541393,0.065045992,0.038764783,0.016425756,0.015768725,0.009198423,0.025624179,0.05913272,0.026281209,0.00065703
623,343,283,176,200,239,143,162,79,144,49,32,34,11,151,167,38,9,2883,0.216094346,0.118973292,0.098161637,0.06104752,0.069372182,0.082899757,0.04960111,0.056191467,0.027402012,0.049947971,0.016996185,0.011099549,0.011793271,0.00381547,0.052375997,0.057925772,0.013180715,0.003121748
584,208,350,121,186,64,181,246,82,175,75,70,48,6,99,180,37,7,2719,0.214784847,0.076498713,0.128723796,0.044501655,0.068407503,0.023538065,0.066568591,0.090474439,0.030158146,0.064361898,0.02758367,0.025744759,0.017653549,0.002206694,0.036410445,0.066200809,0.013607944,0.002574476
1055,418,200,285,111,117,127,162,25,157,86,59,34,9,115,119,62,12,3153,0.334601966,0.132572154,0.063431652,0.090390105,0.035204567,0.037107517,0.040279099,0.051379638,0.007928957,0.049793847,0.027275611,0.018712337,0.010783381,0.002854424,0.0364732,0.037741833,0.019663812,0.003805899
160,71,66,32,45,30,31,58,18,43,38,14,4,2,32,54,14,0,712,0.224719101,0.099719101,0.092696629,0.04494382,0.063202247,0.042134831,0.043539326,0.081460674,0.025280899,0.060393258,0.053370787,0.019662921,0.005617978,0.002808989,0.04494382,0.075842697,0.019662921,0
81,28,43,20,13,13,21,9,2,25,2,7,7,3,17,19,1,14,325,0.249230769,0.086153846,0.132307692,0.061538462,0.04,0.04,0.064615385,0.027692308,0.006153846,0.076923077,0.006153846,0.021538462,0.021538462,0.009230769,0.052307692,0.058461538,0.003076923,0.043076923
600,438,375,129,260,216,316,362,287,226,21,14,8,7,179,157,6,11,3612,0.166112957,0.121262458,0.103820598,0.035714286,0.071982281,0.059800664,0.087486157,0.100221484,0.079457364,0.062569214,0.005813953,0.003875969,0.002214839,0.001937984,0.049557032,0.043466224,0.00166113,0.003045404
455,348,99,150,57,231,39,73,37,58,29,33,25,3,70,63,193,4,1967,0.231316726,0.176919166,0.050330452,0.076258261,0.028978139,0.117437722,0.019827148,0.037112354,0.018810371,0.029486528,0.014743264,0.016776817,0.01270971,0.001525165,0.035587189,0.03202847,0.098118963,0.002033554
916,492,257,344,117,157,144,192,27,189,68,57,48,11,155,160,24,25,3383,0.270765593,0.145433048,0.075968076,0.101684895,0.034584688,0.046408513,0.04256577,0.05675436,0.007981082,0.055867573,0.020100503,0.016848951,0.01418859,0.003251552,0.045817322,0.0472953,0.007094295,0.007389891
833,322,324,237,109,138,112,145,62,154,65,47,53,8,114,135,148,21,3027,0.275189957,0.10637595,0.10703667,0.078295342,0.03600925,0.045589693,0.03700033,0.047902213,0.020482326,0.050875454,0.021473406,0.015526924,0.017509085,0.002642881,0.037661051,0.044598612,0.048893294,0.006937562
1023,265,151,180,119,58,142,227,100,168,82,42,21,15,88,115,83,3,2882,0.354961832,0.091950035,0.052394171,0.062456627,0.04129077,0.020124913,0.049271339,0.078764747,0.034698126,0.058292852,0.028452464,0.014573213,0.007286607,0.005204719,0.030534351,0.039902845,0.028799445,0.001040944
136,38,13,15,7,7,11,28,6,46,14,22,5,0,6,8,166,0,528,0.257575758,0.071969697,0.024621212,0.028409091,0.013257576,0.013257576,0.020833333,0.053030303,0.011363636,0.087121212,0.026515152,0.041666667,0.009469697,0,0.011363636,0.015151515,0.314393939,0
744,404,214,215,117,92,193,179,87,179,58,41,38,1,126,96,145,14,2943,0.252803262,0.13727489,0.072714917,0.073054706,0.039755352,0.031260618,0.065579341,0.06082229,0.029561672,0.06082229,0.019707781,0.013931363,0.012911995,0.000339789,0.042813456,0.032619776,0.049269453,0.004757051
37,23,45,12,38,10,10,13,12,13,1,0,2,0,25,20,0,3,264,0.140151515,0.087121212,0.170454545,0.045454545,0.143939394,0.037878788,0.037878788,0.049242424,0.045454545,0.049242424,0.003787879,0,0.007575758,0,0.09469697,0.075757576,0,0.011363636
602,441,382,266,175,140,217,264,262,182,29,31,34,3,163,162,28,20,3401,0.177006763,0.129667745,0.112319906,0.078212291,0.051455454,0.041164363,0.063804763,0.077624228,0.077036166,0.053513672,0.008526904,0.009114966,0.00999706,0.000882094,0.04792708,0.047633049,0.008232873,0.005880623
641,686,623,258,177,98,118,209,72,237,33,37,39,9,164,167,5,32,3605,0.177808599,0.190291262,0.172815534,0.071567268,0.049098474,0.027184466,0.032732316,0.057975035,0.019972261,0.065742025,0.009153953,0.010263523,0.010818308,0.002496533,0.045492372,0.046324549,0.001386963,0.00887656
637,458,352,145,164,127,263,213,164,233,29,43,43,5,150,126,38,12,3202,0.198938164,0.143035603,0.109931293,0.045284197,0.051217989,0.039662711,0.082136165,0.066520924,0.051217989,0.072767021,0.009056839,0.013429107,0.013429107,0.001561524,0.046845721,0.039350406,0.011867583,0.003747658
838,374,415,274,137,137,248,209,48,224,57,64,45,7,156,150,17,53,3453,0.242687518,0.108311613,0.120185346,0.079351289,0.039675644,0.039675644,0.071821604,0.060527078,0.013900956,0.064871127,0.016507385,0.018534608,0.013032146,0.002027223,0.045178106,0.043440487,0.004923255,0.015348972
629,152,168,111,113,37,114,174,69,152,55,38,28,10,46,58,91,15,2060,0.305339806,0.073786408,0.081553398,0.053883495,0.054854369,0.017961165,0.055339806,0.084466019,0.033495146,0.073786408,0.026699029,0.018446602,0.013592233,0.004854369,0.022330097,0.02815534,0.044174757,0.007281553
922,464,210,283,116,51,146,153,90,174,55,66,65,13,89,86,34,18,3035,0.303789127,0.152883031,0.069192751,0.09324547,0.038220758,0.016803954,0.048105437,0.050411862,0.029654036,0.057331137,0.018121911,0.021746293,0.021416804,0.004283361,0.029324547,0.028336079,0.011202636,0.005930807
268,50,26,73,31,40,28,24,7,29,11,13,19,1,35,16,42,7,720,0.372222222,0.069444444,0.036111111,0.101388889,0.043055556,0.055555556,0.038888889,0.033333333,0.009722222,0.040277778,0.015277778,0.018055556,0.026388889,0.001388889,0.048611111,0.022222222,0.058333333,0.009722222
84,29,24,51,21,16,11,12,1,15,2,2,2,0,27,27,0,0,324,0.259259259,0.089506173,0.074074074,0.157407407,0.064814815,0.049382716,0.033950617,0.037037037,0.00308642,0.046296296,0.00617284,0.00617284,0.00617284,0,0.083333333,0.083333333,0,0
164,149,137,46,31,70,33,18,5,46,7,6,8,0,72,40,18,20,870,0.188505747,0.171264368,0.157471264,0.052873563,0.035632184,0.08045977,0.037931034,0.020689655,0.005747126,0.052873563,0.008045977,0.006896552,0.009195402,0,0.082758621,0.045977011,0.020689655,0.022988506
96,76,42,78,18,24,44,18,18,16,3,3,5,0,31,18,0,2,492,0.195121951,0.154471545,0.085365854,0.158536585,0.036585366,0.048780488,0.089430894,0.036585366,0.036585366,0.032520325,0.006097561,0.006097561,0.010162602,0,0.06300813,0.036585366,0,0.004065041
200,125,193,68,112,40,50,80,50,64,10,14,9,6,66,81,12,14,1194,0.167504188,0.104690117,0.161641541,0.056951424,0.093802345,0.033500838,0.041876047,0.067001675,0.041876047,0.05360134,0.008375209,0.011725293,0.007537688,0.005025126,0.055276382,0.067839196,0.010050251,0.011725293
34,24,14,13,9,17,4,4,0,4,2,3,1,0,16,17,1,0,163,0.208588957,0.147239264,0.085889571,0.079754601,0.055214724,0.104294479,0.024539877,0.024539877,0,0.024539877,0.012269939,0.018404908,0.006134969,0,0.098159509,0.104294479,0.006134969,0
983,424,176,234,111,83,139,205,113,182,65,39,44,14,96,102,77,5,3092,0.317917206,0.137128072,0.056921087,0.075679172,0.035899094,0.026843467,0.044954722,0.066300129,0.036545925,0.058861578,0.021021992,0.012613195,0.014230272,0.004527814,0.031047865,0.032988357,0.024902975,0.001617076
190,176,103,94,49,74,44,22,4,31,11,10,11,1,80,84,0,6,990,0.191919192,0.177777778,0.104040404,0.094949495,0.049494949,0.074747475,0.044444444,0.022222222,0.004040404,0.031313131,0.011111111,0.01010101,0.011111111,0.001010101,0.080808081,0.084848485,0,0.006060606
876,293,292,240,198,89,227,252,125,211,44,40,26,11,129,129,73,11,3266,0.268218004,0.089712186,0.089406001,0.073484385,0.060624617,0.027250459,0.06950398,0.077158604,0.038273117,0.064605021,0.013472137,0.012247397,0.007960808,0.003368034,0.039497857,0.039497857,0.0223515,0.003368034
852,211,53,190,35,50,65,99,29,98,35,24,27,14,35,29,227,6,2079,0.40981241,0.101491101,0.025493025,0.091390091,0.016835017,0.024050024,0.031265031,0.047619048,0.013949014,0.047138047,0.016835017,0.011544012,0.012987013,0.006734007,0.016835017,0.013949014,0.109187109,0.002886003
1034,449,209,518,72,128,161,146,19,143,80,62,51,6,126,83,51,43,3381,0.305826678,0.132800946,0.061816031,0.15320911,0.021295475,0.037858622,0.047619048,0.04318249,0.005619639,0.042295179,0.023661639,0.01833777,0.015084295,0.001774623,0.037267081,0.02454895,0.015084295,0.012718131
275,112,108,94,53,49,99,116,114,70,7,8,7,1,80,48,2,2,1245,0.220883534,0.089959839,0.086746988,0.075502008,0.042570281,0.03935743,0.079518072,0.093172691,0.091566265,0.0562249,0.00562249,0.006425703,0.00562249,0.000803213,0.064257028,0.038554217,0.001606426,0.001606426
621,393,398,226,328,321,122,227,134,81,62,49,31,5,242,250,93,10,3593,0.17283607,0.109379349,0.110770944,0.062900083,0.091288617,0.089340384,0.033954912,0.063178402,0.03729474,0.022543835,0.017255775,0.013637629,0.008627888,0.001391595,0.067353187,0.069579738,0.025883663,0.00278319
102,58,20,67,11,18,28,5,1,17,1,0,2,0,26,18,6,2,382,0.267015707,0.151832461,0.052356021,0.17539267,0.028795812,0.047120419,0.073298429,0.013089005,0.002617801,0.044502618,0.002617801,0,0.005235602,0,0.068062827,0.047120419,0.015706806,0.005235602
770,540,418,226,208,148,180,204,67,227,37,37,42,10,177,172,19,24,3506,0.219623503,0.154021677,0.119224187,0.064460924,0.059326868,0.042213349,0.051340559,0.058185967,0.019110097,0.064746149,0.010553337,0.010553337,0.011979464,0.002852253,0.050484883,0.049058756,0.005419281,0.006845408
185,67,52,38,36,26,87,71,15,64,12,6,11,3,21,24,5,0,723,0.255878285,0.092669433,0.071922545,0.052558783,0.049792531,0.035961272,0.12033195,0.098201936,0.020746888,0.088520055,0.01659751,0.008298755,0.015214385,0.004149378,0.029045643,0.033195021,0.006915629,0
869,305,234,299,117,95,197,233,153,163,36,41,33,2,115,105,54,19,3070,0.283061889,0.099348534,0.076221498,0.097394137,0.038110749,0.030944625,0.064169381,0.075895765,0.049837134,0.053094463,0.011726384,0.013355049,0.010749186,0.000651466,0.037459283,0.034201954,0.017589577,0.006188925
560,366,364,161,177,173,173,175,34,168,19,36,36,5,137,126,36,25,2771,0.202093107,0.132082281,0.13136052,0.058101768,0.063875857,0.062432335,0.062432335,0.063154096,0.012269939,0.060627932,0.00685673,0.0129917,0.0129917,0.001804403,0.049440635,0.045470949,0.0129917,0.009022014
856,368,238,451,67,142,124,108,9,140,67,66,40,4,83,79,63,52,2957,0.289482584,0.124450457,0.08048698,0.152519445,0.022658099,0.048021644,0.041934393,0.036523504,0.003043625,0.047345282,0.022658099,0.022319919,0.013527224,0.001352722,0.028068989,0.026716266,0.021305377,0.017585391
117,18,10,35,1,1,7,1,0,10,4,12,7,0,5,4,2,6,240,0.4875,0.075,0.041666667,0.145833333,0.004166667,0.004166667,0.029166667,0.004166667,0,0.041666667,0.016666667,0.05,0.029166667,0,0.020833333,0.016666667,0.008333333,0.025
171,55,37,48,26,25,38,20,12,30,16,8,6,0,27,29,21,0,569,0.300527241,0.096660808,0.065026362,0.084358524,0.0456942,0.043936731,0.066783831,0.035149385,0.021089631,0.052724077,0.028119508,0.014059754,0.010544815,0,0.04745167,0.050966608,0.036906854,0
1002,290,102,236,60,259,105,114,26,134,56,58,39,8,83,41,73,6,2692,0.372213967,0.107726597,0.037890045,0.087667162,0.022288262,0.096210996,0.039004458,0.042347697,0.009658247,0.049777117,0.020802377,0.021545319,0.01448737,0.002971768,0.030832095,0.015230312,0.027117385,0.002228826
799,281,135,246,95,154,180,121,68,134,32,32,23,4,148,69,140,15,2676,0.29857997,0.105007474,0.05044843,0.091928251,0.035500747,0.05754858,0.067264574,0.045216741,0.025411061,0.050074738,0.011958146,0.011958146,0.008594918,0.001494768,0.055306428,0.025784753,0.052316891,0.005605381
999,257,191,256,82,100,120,92,42,128,52,48,53,13,83,80,123,12,2731,0.365800073,0.094104724,0.069937752,0.093738557,0.030025632,0.036616624,0.043939949,0.033687294,0.015378982,0.046869279,0.019040644,0.017575979,0.019406811,0.004760161,0.030391798,0.029293299,0.045038447,0.004393995
832,425,144,264,90,197,96,90,51,108,45,27,23,2,120,100,50,8,2672,0.311377246,0.159056886,0.053892216,0.098802395,0.033682635,0.073727545,0.035928144,0.033682635,0.019086826,0.040419162,0.016841317,0.01010479,0.008607784,0.000748503,0.04491018,0.03742515,0.018712575,0.002994012
409,227,358,106,193,75,125,220,66,132,40,31,30,5,115,155,11,2,2300,0.177826087,0.098695652,0.155652174,0.046086957,0.083913043,0.032608696,0.054347826,0.095652174,0.028695652,0.057391304,0.017391304,0.013478261,0.013043478,0.002173913,0.05,0.067391304,0.004782609,0.000869565
961,375,337,250,136,97,147,192,31,238,72,59,55,9,126,130,66,15,3296,0.291565534,0.113774272,0.102245146,0.075849515,0.041262136,0.029429612,0.044599515,0.058252427,0.00940534,0.072208738,0.02184466,0.017900485,0.016686893,0.002730583,0.038228155,0.039441748,0.020024272,0.004550971
731,318,391,178,158,204,224,312,211,207,45,75,48,6,140,141,11,30,3430,0.213119534,0.09271137,0.113994169,0.051895044,0.04606414,0.059475219,0.065306122,0.090962099,0.061516035,0.060349854,0.013119534,0.021865889,0.013994169,0.001749271,0.040816327,0.041107872,0.003206997,0.008746356
1067,331,227,231,211,72,172,232,81,146,63,69,113,12,87,115,47,6,3282,0.325106642,0.100853138,0.069165143,0.070383912,0.064290067,0.021937843,0.052407069,0.070688605,0.024680073,0.04448507,0.019195612,0.021023766,0.034430225,0.003656307,0.026508227,0.03503961,0.014320536,0.001828154
56,11,18,14,7,8,10,6,2,18,3,2,2,0,11,3,7,0,178,0.314606742,0.061797753,0.101123596,0.078651685,0.039325843,0.04494382,0.056179775,0.033707865,0.011235955,0.101123596,0.016853933,0.011235955,0.011235955,0,0.061797753,0.016853933,0.039325843,0
794,304,212,176,110,158,118,129,79,141,43,44,38,6,100,90,64,10,2616,0.30351682,0.116207951,0.081039755,0.067278287,0.04204893,0.060397554,0.045107034,0.049311927,0.030198777,0.053899083,0.016437309,0.016819572,0.014525994,0.002293578,0.0382263,0.03440367,0.024464832,0.00382263
114,53,40,44,19,15,32,18,7,33,5,8,1,0,24,16,6,1,436,0.26146789,0.121559633,0.091743119,0.100917431,0.043577982,0.03440367,0.073394495,0.041284404,0.016055046,0.075688073,0.01146789,0.018348624,0.002293578,0,0.055045872,0.036697248,0.013761468,0.002293578
401,257,348,79,261,170,109,175,20,127,31,34,41,5,112,138,22,5,2335,0.171734475,0.11006424,0.149036403,0.033832976,0.111777302,0.072805139,0.046680942,0.074946467,0.00856531,0.054389722,0.013276231,0.014561028,0.017558887,0.002141328,0.047965739,0.059100642,0.009421842,0.002141328
541,192,136,199,52,40,91,61,5,85,28,22,25,3,81,77,33,18,1689,0.320307874,0.113676732,0.080521018,0.117821196,0.030787448,0.023682652,0.053878034,0.036116045,0.002960332,0.050325636,0.016577857,0.013025459,0.014801658,0.001776199,0.047957371,0.045589106,0.019538188,0.010657194
902,311,319,240,122,96,196,165,42,216,72,115,82,11,145,128,57,26,3245,0.277966102,0.095839753,0.098305085,0.073959938,0.037596302,0.029583975,0.060400616,0.050847458,0.012942989,0.066563945,0.022187982,0.035439137,0.025269646,0.003389831,0.044684129,0.0394453,0.017565485,0.008012327
260,74,42,79,22,16,30,47,14,56,15,22,13,7,14,6,41,8,766,0.339425587,0.096605744,0.054830287,0.103133159,0.028720627,0.020887728,0.039164491,0.061357702,0.018276762,0.07310705,0.019582245,0.028720627,0.016971279,0.009138381,0.018276762,0.007832898,0.053524804,0.010443864
319,96,48,60,57,89,71,55,20,52,51,31,13,3,51,48,30,1,1095,0.291324201,0.087671233,0.043835616,0.054794521,0.052054795,0.081278539,0.064840183,0.050228311,0.01826484,0.047488584,0.046575342,0.028310502,0.011872146,0.002739726,0.046575342,0.043835616,0.02739726,0.000913242
471,204,486,96,220,73,127,215,48,192,38,46,32,12,132,192,1,22,2607,0.180667434,0.078250863,0.186421174,0.036823936,0.084388186,0.028001534,0.048714998,0.082470272,0.018411968,0.073647871,0.014576141,0.017644802,0.012274645,0.004602992,0.050632911,0.073647871,0.000383583,0.008438819
933,375,259,277,81,61,131,132,57,171,64,58,49,8,110,91,56,25,2938,0.317562968,0.127637849,0.088155208,0.094281824,0.027569775,0.020762423,0.044588155,0.044928523,0.019400953,0.058202859,0.021783526,0.019741321,0.016678012,0.002722941,0.037440436,0.030973451,0.019060585,0.00850919
603,360,206,170,93,256,43,64,15,95,52,79,48,3,79,75,338,13,2592,0.232638889,0.138888889,0.079475309,0.06558642,0.03587963,0.098765432,0.016589506,0.024691358,0.005787037,0.036651235,0.020061728,0.030478395,0.018518519,0.001157407,0.030478395,0.028935185,0.130401235,0.005015432
686,355,286,188,137,207,162,172,78,156,60,87,96,7,108,117,58,27,2987,0.229661868,0.118848343,0.095748242,0.062939404,0.045865417,0.069300301,0.054235018,0.057582859,0.026113157,0.052226314,0.020087044,0.029126214,0.03213927,0.002343488,0.036156679,0.039169736,0.019417476,0.00903917
830,457,149,404,78,215,78,71,9,96,61,32,36,3,92,77,28,19,2735,0.303473492,0.167093236,0.054478976,0.147714808,0.028519196,0.078610603,0.028519196,0.025959781,0.003290676,0.035100548,0.022303473,0.011700183,0.013162706,0.001096892,0.033638026,0.028153565,0.01023766,0.006946984
